Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
SI2.658744.3;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.313,00€;IT SERVICE CONTRACT - EXTENSION FOR ONE SENIOR CONSULTANT;Directorate-General for Health and Consumers;Other measures in the veterinary, animal welfare and public health field — New measures (17.04.02.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SLG.CMM.2013.32838.12;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Operational;11.310,50€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Justice;Civil justice (33.03.05);Civil Justice (2007-2013);Public procurement (including provisional commitments)
SI2.651273.2;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;11.310,40€;IN HOUSE SUPPORT FOR IT SYSTEM;Directorate-General for Agriculture and Rural Development;European Agriculture Guarantee Fund (EAGF) — Non-operational technical assistance (05.01.04.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.651563.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;11.310,40€;IN HOUSE SUPPORT FOR IT SYSTEM;Directorate-General for Agriculture and Rural Development;European Agriculture Guarantee Fund (EAGF) — Non-operational technical assistance (05.01.04.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.651563.2;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.310,40€;IN HOUSE SUPPORT FOR IT SYSTEM;Directorate-General for Agriculture and Rural Development;Operational technical assistance (05.04.05.02);Rural Development;Public procurement (including provisional commitments)
SI2.658380.1;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;11.284,90€;IN HOUSE SUPPORT FOR IT SYSTEM;Directorate-General for Agriculture and Rural Development;European Agricultural Fund for Rural Development (EAFRD) — Non-operational technical assistance (05.01.04.04);Rural Development;Public procurement (including provisional commitments)
SI2.650967.3;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.284,80€;IT SERVICE CONTRACT - EXTENSION FOR J2EE TEAM LUXEMBOURG: DOCUMENT, WEB CONTENT AND GEOGRAPHICAL MANAGEMENT PROJECTS;Directorate-General for Health and Consumers;Union action in the field of health (17.03.06);Public Health;Public procurement (including provisional commitments)
SLG.CMM.2013.4088.1;2013;CONSORTIUM SIR*SOGETI BELGIUM SA INTRASOFT INTERNATIONAL SA REGGIANI SPA;no;BE0441002580;AVENUE JULES BORDET 160;BRUXELLES;1140;Belgium;0,00€;;;Administrative;11.283,00€;Analyst/Consultant/Architect/Expert/Webmaster/Engineer for information technologies systems and/or services;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
D45.B1313.003344.2;2013;SEVEN GROUP PSYHAGOGIKI AE*;yes;EL099772210;TRIPOTAMOU 11;THESSALONIKI;56430;Greece;0,00€;;;Operational;11.280,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010C14GR | SEVEN GROUP PSYHAGOGIKI AE | 1301DI01 Package of films No. 14;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.664988.1;2013;ROMANIA*ROUMANIE;yes;;-;-;;Romania;0,00€;;;Operational;11.265,00€;TA-1108 RO PROVIDING EQUIPMENTS FOR INVESTIGATION ACTIONS FOR CIT UNIT;European Anti-Fraud Office;Operational programmes in the fight against fraud (24.02.01);Hercule II: Protection of the Community's financial interests;Grants
SI2.661660.1;2013;HENDYPLAN SA*;yes;BE0435811991;DR VAN DE PERRELEI 126;ANTWERPEN;2140;Belgium;0,00€;;;Operational;11.264,05€;2013/S 100-170264 - SUPPORT FOR THE PUBLICATION OF THE EUROSTAT REVIEW OF NATIONAL ACCOUNTS (EURONA);Eurostat;European Statistical Programme 2013-2017 (29.02.05);Statistics (2013-2017): ESP European Statistical Programme;Public procurement (including provisional commitments)
SLG.CMM.2013.3972.1;2013;CONSORTIUM SERCO/SIS/CRONOS*SERCO BELGIUM SA ATOS BELGIUM SA CRONOS INTERNATIONAL SA ATOS INTEGRATIO SAS;no;BE0464923671;AVENUE EDMOND VAN NIEUWENHUYSE;BRUXELLES;1160;Belgium;0,00€;;;Administrative;11.257,20€;Analyst/Consultant/Architect/Expert/Webmaster/Engineer for information technologies systems and/or services;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
D45.B1313.005173.1;2013;CINEART*;yes;BE0464119858;CHAUSSEE DE HAECHT 270;BRUXELLES;1030;Belgium;0,00€;;;Operational;11.251,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073129BE0075 | CINEART SA | BORGMAN;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
CPM.912351-1013441.1;2013;INDIA CHINA ECONOMIC AND CULTURAL COUNCIL TRUST*ICEC COUNCIL;yes;;SOUTH EXTENSION II K 19 GROUND;NEW DELHI;110049;India;11.250,00€;;;Operational;11.250,00€;DOES TRADE MULTILATERALISM HAVE A FUTURE?: REVIVING THE WTO’S CREDIBILITY AS THE PREMIER MULTILATERAL TRADE NEGOTIATING FORUM;Research Executive Agency;People (15.07.77);Research: Framework  programme n°7;Grants
D45.B1313.004142.2;2013;KINO SWIAT SP ZOO*;yes;PL5213273776;UL. BELWEDERSKA 20/22;WARSZAWA;00 762;Poland;0,00€;;;Operational;11.250,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072040PL2921 | KINO SWIAT SP. Z O.O | RITTER ROST;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.668850.2;2013;UNITB CONSULTING GMBH*;no;DE814984825;BRUNNENSTR 156;BERLIN;10115;Germany;0,00€;;;Operational;11.248,00€;"EUR-LEX ;SUMMARIES OF EU LEGISLATION MP 17";Publications Office of the European Union;Summaries of Union legislation (26.01.12);26 Commission's administration;Public procurement (including provisional commitments)
;;ARHS DEVELOPMENTS SA*;yes;LU19594051;RUE NICOLAS BOVE 2A;LUXEMBOURG;1253;Luxembourg;0,00€;;;;0,00€;;;;;
SI2.670924.1;2013;MLADINSKI OBRAZOVEN FORUM ASSOCIATION*YOUTH EDUCATIONAL FORUM MOF;yes;MK4030999407049;UL DRENAK 34 A;SKOPJE;1000;Macedonia (the former Yugoslav Republic of);0,00€;;;Operational;11.235,50€;COOPERATION AVEC LES PAYS VOISINS DE L'UNION : HOPE (Opportunities for Youth Development);Education, Audiovisual and Culture Executive Agency;Regional and horizontal programmes (22.02.07.01);Instrument for Pre-Accession Assistance;Grants
SI2.663606.3;2013;INFEUROPE S.A.*;no;LU15292018;RUE CHARLES MARTEL 62;LUXEMBOURG;2134;Luxembourg;0,00€;;;Operational;11.223,64€;CONSULTING SERVICES: BETTER USAGE OF XML/XSD IN CORDIS;Directorate-General for Communications Networks,Content and Technology;Support for research cooperation in the area of information and communication technologies (ICTs — Cooperation) (09.04.01.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.649082.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;11.203,50€;MAINTENANCE SYSTEME INFORMATIQUE;Office for Infrastructure and Logistics in Brussels;Office for Infrastructure and Logistics in Brussels (26.01.22.01);26 Commission's administration;Public procurement (including provisional commitments)
SI2.657118.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;11.203,50€;PRESTATIONS WEBMASTER;Secretariat-General;Other management expenditure of the Commission’s policy coordination and legal advice policy area (25.01.02.11);25 Commission’s policy coordination and legal advice;Public procurement (including provisional commitments)
CCR.IES.P2013020132.2;2013;SOCIETA' ALBERGHI ZACCHERA SPA*;no;IT00216420034;VIA SEMPIONE 29;BAVENO VERBANIA;28831;Italy;9.830,00€;;;Operational;11.200,00€;;Joint Research Centre;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (10.02.02);Research: Framework  programme n°7;Provisional commitment followed by payment
D45.B1313.002443.1;2013;VIVARTO SP ZOO*;yes;PL5242563086;UL SWIETEGO WINCENTEGO 110 LOK PK 1;WARSZAWA;03 291;Poland;0,00€;;;Operational;11.200,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072C02PL3053 | VIVARTO SP. Z O.O. | 1212DI072 Package of films No. 2;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004882.1;2013;PRO FILMS OOD*;yes;BG131355676;DARVENITZA COMPL BL9 ENTRB APT46;SOFIA;1756;Bulgaria;0,00€;;;Operational;11.200,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010C07BG | PRO FILMS OOD | 1302DI01 Package of films No. 7;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004932.1;2013;VERTIGO MEDIA KFT*;yes;HU23048438;PETOFI SANDOR U 93;PILISVOROSVAR;2085;Hungary;0,00€;;;Operational;11.200,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010C22HU | VERTIGO MEDIA KORLATOLT FELELOSSEGU TARSASAG | 1302DI01 Package of films No. 22;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004987.1;2013;INDEPENDENTA FILM '97 SRL*;yes;RO9312413;STRADA LOGOFAT LUCA STROICI 47;BUCURESTI;020584;Romania;0,00€;;;Operational;11.200,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010C34RO | INDEPENDENTA FILM '97 SRL | 1302DI01 Package of films No. 34;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.639702.2;2013;CAP FLOOR LUX SA*;no;LU20305950;RUE D ARLON 4;WINDHOF;8399;Luxembourg;7.841,16€;;;Administrative;11.200,00€;RENOVATION ET AMENAGEMENT DES LOCAUX (CPE);Office for Infrastructure and Logistics in Luxembourg;Interinstitutional cooperation in the social sphere (26.01.50.04);26 Commission's administration;Provisional commitment followed by payment
SI2.ACGRACE058664000.2;2013;ROMANIA*ROUMANIE;yes;;-;-;;Romania;0,00€;;;Operational;11.200,00€;FU07-CT-2013-00206 MEDC JW13-OFT-MEC-22;Directorate-General for Research and Innovation;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (08.22.04);Framework Programme for nuclear research and training activities;Grants
SLG.CMM.2013.9281.1;2013;GETSYS LUXEMBOURG ASSOCIATION MOMENTANEE*GETRONICS BELGIUM SA SYSTEMAT LUXEMBOURG PSF SA;no;LU24956408;RUE DES SCILLAS 15;HOWALD;2529;Luxembourg;0,00€;;;Administrative;11.198,92€;Purchase and/or maintenance of information technologies and/or communication equipment;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
D45.B1313.003597.1;2013;NORDISK FILM DISTRIBUTION AB*;yes;SE556229832201;PYRAMIDVAGEN 7;SOLNA;16956;Sweden;0,00€;;;Operational;11.193,60€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073022SU0725 | NORDISK FILM DISTRIBUTION AB | HOKUS POKUS ALBERT ABERG;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.663025.1;2013;VSEUKRAJINSBKA ASOCIACIJA MOLODIZNOHO SPIVROBITNYCTVA ALTERNATYVA-V*ALL-UKRAINIAN ASSOCIATION FOR YOUTH CO-OPERATION ALTERNATIVE-V UAYC;yes;;HOLOSIIVSKA STREET BUILDING 13;KYIV;03039;Ukraine;0,00€;;;Operational;11.190,00€;SERVICE VOLONTAIRE EUROPEEN : Re-active;Education, Audiovisual and Culture Executive Agency;European Neighbourhood and Partnership financial cooperation with eastern Europe (19.08.01.03);European Neighbourhood and Partnership Instrument;Grants
SLG.CMM.2013.36.1;2013;BELGACOM SA*;no;BE0202239951;BOULEVARD DU ROI ALBERT II 27;BRUXELLES;1030;Belgium;0,00€;;;Administrative;11.173,86€;Maintenance of information technologies and/or communication equipment;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.22559.1;2013;GETSYS LUXEMBOURG ASSOCIATION MOMENTANEE*GETRONICS BELGIUM SA SYSTEMAT LUXEMBOURG PSF SA;yes;LU24956408;RUE DES SCILLAS 15;HOWALD;2529;Luxembourg;0,00€;;;Administrative;11.151,73€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.25648.1;2013;GETSYS LUXEMBOURG ASSOCIATION MOMENTANEE*GETRONICS BELGIUM SA SYSTEMAT LUXEMBOURG PSF SA;yes;LU24956408;RUE DES SCILLAS 15;HOWALD;2529;Luxembourg;0,00€;;;Administrative;11.151,73€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SI2.672421.1;2013;AGRA-EUROPE PRESSE- UND INFORMATIONSDIENST GESELLSCHAFT MIT BESCHRANKTER HAFTUNG*;yes;DE122111635;KESSENICHER STRASSE 219-221;BONN;53129;Germany;0,00€;;;Administrative;11.148,40€;SUBSCRIPTION TO AGRA EUROPE;Directorate-General for Communication;Other working expenditure (16.01.03.04);16 Communication;Public procurement (including provisional commitments)
SLG.CMM.2013.2682.1;2013;ECONOCOM PRODUCTS & SOLUTIONS BELUX SA*EPS;no;BE0426851567;PLACE DU CHAMP DE MARS 5;BRUXELLES;1050;Belgium;0,00€;;;Administrative;11.146,68€;Purchase and/or maintenance of information technologies and/or communication equipment;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.20729.1;2013;GETSYS LUXEMBOURG ASSOCIATION MOMENTANEE*GETRONICS BELGIUM SA SYSTEMAT LUXEMBOURG PSF SA;yes;LU24956408;RUE DES SCILLAS 15;HOWALD;2529;Luxembourg;0,00€;;;Administrative;11.143,50€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SI2.ICNGRACE016554900.14;2013;INSTITUTE FOR NUCLEAR RESEARCH ANDNUCLEAR ENERGETICS*;yes;;TSARLGRADSKO SHOOSEE 72;SOFIA;1784;Bulgaria;0,00€;;;Operational;11.140,00€;Contract of Association INRNE;Directorate-General for Research and Innovation;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (08.22.04);Framework Programme for nuclear research and training activities;Grants
SI2.666713.11;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;no;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.139,78€;IS SENIOR ARCHITECT (SAR) - CORDIS;Directorate-General for Enterprise and Industry;Space research (02.04.01.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.648362.2;2013;CONSORTIUM EVERIS-ENGINEERING INGEGNERIA-DELOITTE CONSULTING*EVERIS SPAIN SLU ENGINEERING INGEGNERIA INFORMATICA SPA DELOITTE CONS ENG INT B;yes;ESB82387770;AVENIDA MANOTERAS 52;MADRID;28050;Spain;0,00€;;;Administrative;11.137,50€;SERVICES OF AN EXPERIENCED  IT TECHNOLOGY EXPERT DEALING WITH MANAGEMENT OF ELECTRONIC PROPOSALS AND REPORTS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.667052.1;2013;ROMANIA*ROUMANIE;yes;;-;-;;Romania;0,00€;;;Operational;11.137,42€;TA CIG-1206 RO FRAUD INVESTIGATION IN BRASOV COUNTY WITH SPECIALISED TRAINED DOGS;European Anti-Fraud Office;Operational programmes in the fight against fraud (24.02.01);Hercule II: Protection of the Community's financial interests;Grants
D45.B1313.003562.1;2013;UNIVERSITY COLLEGE CORK - NATIONALUNIVERSITY OF IRELAND, CORK*UCC;yes;IE0006286E;WESTERN ROAD;CORK;;Ireland;0,00€;;;Operational;11.136,00€;Unilateral projects : information and research activities : Reflections on Forty Years of Irish Membership of the EU;Education, Audiovisual and Culture Executive Agency;Lifelong learning programme (15.02.22);Lifelong learning;Grants
D45.B1313.001943.1;2013;FRIENDS OF THE EARTH EUROPE ASBL*FOEE;yes;BE0443252089;RUE D EDIMBOURG 26;BRUXELLES;1050;Belgium;0,00€;;;Operational;11.127,50€;"FORMATION ET MISE EN RESEAU DES PERSONNES TRAVAILLANT DANS LE SECTEUR : Young Citizens for Just Environmental policies";Education, Audiovisual and Culture Executive Agency;Youth in Action (15.05.55);Youth in Action;Grants
SI2.650119.1;2013;NUCLITEC GMBH*;no;DE193324337;GIESELWEG 1;BRAUNSCHWEIG;38110;Germany;0,00€;;;Operational;11.125,00€;REPLACEMENT OF 10 CD-109 SEALED SOURCES AND DISPOSAL OF THE NEW SOURCES AT THEIR END OF LIFE.;Directorate-General for Energy;Nuclear safeguards (32.05.01);Energy;Public procurement (including provisional commitments)
SI2.644959.2;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;;Administrative;11.120,45€;FINANCIAL AUDIT OF 11 GRANTS (PROJECTS) UNDER ISEC AND CIPS PROGRAMMES (IN DIRECT MANAGEMENT MODE) IN VARIOUS LOCATIONS IN THE EUROPEAN UNION (FRANCE, ITALY, GERMANY, ROMANIA, GREAT BRITAIN AND POLAND).;Directorate-General for Home Affairs;Prevention, preparedness and consequence management in respect of terrorism — Expenditure on administrative management (18.01.04.16);Terrorism: Prevention, Preparedness and Consequence Management;Public procurement (including provisional commitments)
D45.B1313.001762.1;2013;STODFORENING FOR PERMAKULTUR I NICARAGUA I*;yes;;SVARTAVAGEN 8;RONNEBY;372 73;Sweden;0,00€;;;Operational;11.120,00€;SERVICE VOLONTAIRE EUROPEEN : Green Entrepreneurs Overseas;Education, Audiovisual and Culture Executive Agency;Youth in Action (15.05.55);Youth in Action;Grants
SLG.CMM.2013.2619.1;2013;GETSYS SOCIETE MOMENTANNEE*THV GETSSYS;no;BE0888091913;DE KLEETLAAN 12B;DIEGEM;1831;Belgium;0,00€;;;Administrative;11.115,24€;Purchase and/or maintenance of information technologies and/or communication equipment;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SI2.664213.1;2013;ASSOCIATION FOR DEVELOPMENT AND EDUCATION ADORA-TETOVO*;yes;MK4028010513533;UL IVO LOLA RIBAR 163;TETOVO;1200;Macedonia (the former Yugoslav Republic of);0,00€;;;Operational;11.102,00€;COOPERATION AVEC LES PAYS VOISINS DE L'UNION : You can make a difference;Education, Audiovisual and Culture Executive Agency;Regional and horizontal programmes (22.02.07.01);Instrument for Pre-Accession Assistance;Grants
D45.B1313.003365.2;2013;AGAINST GRAVITY SP ZOO*;yes;PL5262757178;UL. WIDOK 5/7/9  410;WARSZAWA;00 023;Poland;0,00€;;;Operational;11.100,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010C25PL | AGAINST GRAVITY SP. Z O.O. | 1301DI01 Package of films No. 25;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
CCR.IPSC.C195674X259.3;2013;PANOPLISA CONSORTIUM*TRASYS ATOS FUJITSU TECHNOLOGY SOLUTIONS PIKSEL EVERIS ORDINA BELGIUM ARHS DEVELOPMENT ENGINEERING INGEGNERIA INFORMATI;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.091,60€;PROVISION OF INFORMATIC SERVICES AS SENIOR ANALYST PROGRAMMER UNDER FRAMEWORK CONTRACT;Joint Research Centre;RTD support for the Union’s policies on a competitive basis (10.04.03);Research: Framework  programme n°6 (completion);Public procurement (including provisional commitments)
SLG.CMM.2013.29152.7;2013;DIMENSION DATA BELGIUM SA*;yes;BE0425907303;RUE DE LA FUSEE 66;BRUXELLES;1130;Belgium;0,00€;;;Administrative;11.087,80€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.16980.1;2013;GETSYS LUXEMBOURG ASSOCIATION MOMENTANEE*GETRONICS BELGIUM SA SYSTEMAT LUXEMBOURG PSF SA;yes;LU24956408;RUE DES SCILLAS 15;HOWALD;2529;Luxembourg;0,00€;;;Administrative;11.077,10€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.18793.1;2013;ORACLE BELGIUM BVBA*;yes;BE0440966354;MEDIALAAN 50;VILVOORDE;1800;Belgium;0,00€;;;Administrative;11.072,00€;PURCHASE AND/OR MAINTENANCE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SI2.671532.1;2013;TIPIK COMMUNICATION AGENCY SA*;yes;BE0435539007;AVENUE DE TERVUEREN 270;BRUXELLES;1150;Belgium;0,00€;;;Administrative;11.070,05€;MEDIA MONITORING;Directorate-General for Employment, Social Affairs and Inclusion;Analysis of, studies on and awareness raising in connection with the social situation, demographics and the family — Expenditure on administrative management (04.01.04.06);04 Employment and social affairs;Public procurement (including provisional commitments)
CCR.IES.C195707.X76.1;2013;COMLIN ASSOCIATION MOMENTANEE*;yes;LU17196214;ROUTE D ARLON 81-83;STRASSEN;8009;Luxembourg;0,00€;;;Operational;11.063,81€;H02-H03-H07-OF 1601-NetApp Maintenance;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.641946.1;2013;COMPAREX NEDERLAND BV*;no;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;11.052,78€;RENOUVEL MAINTENANCE 2013 LICENCES ARIS (25);Publications Office of the European Union;Publications Office (26.01.09.01);26 Commission's administration;Public procurement (including provisional commitments)
SI2.641946.3;2013;COMPAREX NEDERLAND BV*;no;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;11.052,78€;RENOUVEL MAINTENANCE 2013 LICENCES ARIS (25);Publications Office of the European Union;Official Journal of the European Union (26.01.11.01);26 Commission's administration;Public procurement (including provisional commitments)
SI2.ACGRACE057546900.1;2013;DANMARKS TEKNISKE UNIVERSITET*TECHNICAL UNIVERSITY OF DENMARK DTU;yes;DK30060946;ANKER ENGELUNDS VEJ 1;KGS LYNGBY;2800;Denmark;0,00€;;;Operational;11.052,00€;"EURATOM FUSION EFDA JET ORDER WORKPROGRAMME 2011
FU07-CT-2011-00227 RISOE EFDA JET ORDER 6.3
EFDA CSU N°JW11-O-RISO-06";Directorate-General for Research and Innovation;Euratom — Fusion energy (08.20.01);Framework Programme for nuclear research and training activities;Grants
SI2.ACGRACE058960500.1;2013;DANMARKS TEKNISKE UNIVERSITET*TECHNICAL UNIVERSITY OF DENMARK DTU;yes;DK30060946;ANKER ENGELUNDS VEJ 1;KGS LYNGBY;2800;Denmark;0,00€;;;Operational;11.052,00€;"ELABORATION OF SPECIFIC OBJECTIVES FOR THE EXPERIMENTAL CAMPAIGNS
FU07-CT-2013-00220 (JW11-O-RISO-06)";Directorate-General for Research and Innovation;Euratom — Fusion energy (08.20.01);Framework Programme for nuclear research and training activities;Grants
